sim,year,cx,cy,cz,volume,mass_kg
471,60,5076.55,2570.7,67.11,81877470.0,486704414.03
471,80,5078.13,2571.41,71.92,83539910.0,652279540.5
471,100,5079.81,2571.62,74.35,85049900.0,807017541.77
471,120,5081.26,2572.39,78.63,87049820.0,944834646.2
471,150,5082.43,2572.6,80.96,88512260.0,1129212555.4
471,200,5084.59,2574.0,84.2,89587220.0,1419230907.3
472,50,5050.0,2550.0,1201.02,485030.0,13736010.449
472,60,5050.0,2550.0,1239.01,1414710.0,17389112.6
472,80,5050.0,2550.0,1264.63,2111970.0,24301044.902
472,100,5050.0,2550.0,1262.43,2111970.0,30884250.954
472,120,5050.0,2550.0,1263.53,2111970.0,37006647.837
472,150,5050.0,2550.0,1267.01,2111970.0,45539380.48
472,200,5050.0,2543.65,1267.7,2597000.0,59898273.975
473,20,5050.0,2550.0,400.18,2437400.0,6971354.0291
473,30,5053.89,2549.93,297.5,6824720.0,16884991.074
473,40,5078.64,2545.87,216.98,13649440.0,27386691.531
473,50,5102.45,2535.54,170.76,18674240.0,38031823.574
473,60,5119.43,2542.58,151.64,26086440.0,48079803.003
473,80,5134.13,2549.0,136.16,33598640.0,66644524.957
473,100,5145.36,2548.82,130.47,36723520.0,84222417.524
473,120,5149.76,2551.47,128.66,40673360.0,100350676.98
473,150,5157.09,2556.27,127.95,46035640.0,122545440.67
473,200,5161.42,2561.23,128.43,49598000.0,159117038.61
474,10,5050.0,2550.0,746.75,2425150.0,13367728.042
474,20,5100.49,2478.26,190.04,30254430.0,84709780.954
474,30,5225.92,2428.18,90.95,65453070.0,173234217.53
474,40,5247.63,2439.14,81.37,88629870.0,270323024.94
474,50,5259.1,2446.34,82.21,102779580.0,370070805.04
474,60,5270.14,2448.43,85.97,112094420.0,460175100.05
474,80,5281.36,2452.41,93.09,119794370.0,618218188.73
474,100,5290.4,2454.87,96.69,126914190.0,765958253.54
474,120,5299.68,2457.29,103.2,130909130.0,897625630.16
474,150,5308.43,2458.63,107.19,137881400.0,1073882367.5
474,200,5322.76,2461.39,113.73,147291070.0,1351400060.5
475,30,5050.0,2550.0,1127.58,970060.0,13535125.808
475,40,5050.0,2550.0,1172.08,1919930.0,21916269.072
475,50,5050.0,2550.0,1172.43,1919930.0,30399649.612
475,60,5050.0,2550.0,1171.22,1919930.0,38443197.892
475,80,5034.26,2565.74,1147.29,2889990.0,53382603.199
475,100,5027.93,2572.07,1134.79,2889990.0,67546237.398
475,120,5025.32,2574.68,1128.19,2889990.0,80580396.493
475,150,5023.31,2576.69,1122.58,2889990.0,98567362.45
475,200,5021.52,2578.48,1117.43,2889990.0,128342894.34
477,30,5050.0,2550.0,839.36,2425150.0,18564026.38
477,40,5050.0,2550.0,836.6,2910180.0,30131616.657
477,50,5050.0,2550.0,796.5,3880240.0,41864388.036
477,60,5050.0,2550.0,740.68,4852750.0,52917713.857
477,80,5057.68,2550.0,687.54,8255310.0,73294066.63
477,100,5066.19,2550.0,674.05,10685360.0,92576572.633
477,120,5073.38,2550.0,679.77,11655420.0,110246413.05
477,150,5089.64,2550.0,700.04,14080570.0,134533531.62
477,200,5099.45,2550.0,710.62,14080570.0,174473618.73
478,80,5050.0,2550.0,1150.99,1455090.0,14871565.435
478,100,5050.0,2550.0,1132.89,1940120.0,18952474.492
478,120,5050.0,2550.0,1147.3,2404960.0,22772823.406
478,150,5050.0,2550.0,1147.34,2404960.0,28130080.932
478,200,5050.0,2550.0,1139.48,2404960.0,37238264.394
479,20,5050.0,2550.0,708.91,3395210.0,23398066.022
479,30,5068.33,2569.71,579.0,11175290.0,56500122.421
479,40,5090.1,2577.1,522.65,18970070.0,92238455.281
479,50,5110.8,2587.58,482.28,25307310.0,128740375.63
479,60,5127.85,2595.38,452.11,34081950.0,162368281.29
479,80,5161.14,2604.4,415.66,46846630.0,222750204.48
479,100,5192.47,2608.53,402.14,62151160.0,279521261.25
479,120,5222.06,2609.81,403.99,71898310.0,330780776.48
479,150,5264.19,2606.63,418.34,84572790.0,400258013.29
479,200,5314.44,2603.58,428.43,93830010.0,511905611.79
481,20,5050.0,2550.0,1287.09,2111970.0,31860779.761
481,30,5053.43,2550.0,1200.95,4052090.0,75904014.026
481,40,5063.4,2545.94,1146.96,7447300.0,123671442.24
481,50,5084.11,2547.42,1126.32,9367230.0,172544148.81
481,60,5098.82,2543.59,1115.07,11307350.0,217311883.09
481,80,5134.53,2542.71,1105.52,16602300.0,297152347.82
481,100,5151.88,2540.42,1101.99,18057390.0,372093142.89
481,120,5171.97,2536.93,1102.3,20967570.0,439502226.68
481,150,5186.71,2535.16,1106.33,22422660.0,530539757.81
481,200,5201.99,2526.13,1113.27,21937630.0,675969324.32
482,30,5050.0,2550.0,416.2,1949920.0,9512686.5192
482,40,5059.3,2550.0,396.8,3899840.0,15361300.313
482,50,5061.11,2550.0,373.67,4387320.0,21267492.519
482,60,5063.97,2550.0,367.68,4387320.0,26907820.544
482,80,5085.79,2550.0,365.23,5849760.0,37471494.201
482,100,5108.87,2550.0,362.27,7312200.0,47507347.962
482,120,5109.2,2550.0,369.99,6337240.0,56786722.098
482,150,5127.71,2550.0,378.2,6337240.0,69649207.061
482,200,5123.16,2550.0,383.17,5849760.0,91099430.958
483,30,5050.0,2550.0,1176.1,970060.0,26848443.687
483,40,5050.0,2550.0,1184.72,2384770.0,43695435.667
483,50,5050.0,2550.0,1179.97,2849610.0,60823366.49
483,60,5050.0,2550.0,1153.81,3334640.0,76839348.923
483,80,5050.0,2550.0,1105.05,3839860.0,106106863.08
483,100,5050.0,2550.0,1062.57,3860050.0,133743434.26
483,120,5050.0,2550.0,1020.48,4365270.0,158943988.69
483,150,5050.0,2550.0,960.35,5335330.0,193421105.71
483,200,5055.4,2550.32,906.75,8245510.0,249683664.83
484,20,5050.0,2550.0,781.81,2910180.0,22760369.192
484,30,5061.61,2549.84,636.95,9222920.0,54998615.896
484,40,5083.69,2550.87,483.35,17065250.0,89789732.796
484,50,5154.39,2565.27,309.42,32862430.0,125318452.82
484,60,5214.06,2587.88,264.68,48454710.0,158067149.81
484,80,5296.04,2602.73,242.18,66736840.0,216907329.62
484,100,5357.84,2602.35,233.72,82391370.0,272237388.22
484,120,5403.98,2595.21,246.41,93948510.0,322213361.74
484,150,5444.34,2578.65,266.56,104908370.0,389973491.29
484,200,5479.11,2558.1,292.32,113923210.0,498921560.9
485,200,5050.0,2550.0,980.58,970060.0,16447768.356
486,80,5050.0,2550.0,715.99,485030.0,8588313.3409
486,100,5050.0,2550.0,715.99,485030.0,10978947.0
486,120,5050.0,2550.0,715.99,485030.0,13233525.131
486,150,5050.0,2550.0,715.99,485030.0,16416904.433
486,200,5050.0,2550.0,715.99,485030.0,21891675.69
487,20,5055.74,2550.0,402.53,2924880.0,11295745.53
487,30,5082.69,2545.06,362.74,7799680.0,27421203.88
487,40,5100.09,2538.8,345.52,12674480.0,44634068.828
487,50,5117.44,2528.56,334.05,19499200.0,62136313.055
487,60,5136.84,2521.76,316.87,23399040.0,78495333.661
487,80,5181.85,2512.09,304.85,34173600.0,108374750.1
487,100,5230.29,2508.21,298.98,42460760.0,136585639.95
487,120,5277.65,2506.66,299.17,46848080.0,162302641.55
487,150,5331.1,2507.61,301.71,51722880.0,197476946.87
487,200,5406.71,2514.71,309.28,61472480.0,254851990.38
488,20,5050.0,2550.0,591.22,2427600.0,13514452.995
488,30,5056.78,2549.94,538.81,6322540.0,32816166.153
488,40,5069.28,2554.05,495.81,9730000.0,53477921.789
488,50,5079.15,2557.52,461.09,14112420.0,74510812.742
488,60,5085.39,2575.95,421.22,19469800.0,94098807.634
488,80,5095.49,2626.58,302.33,31514420.0,129723862.65
488,100,5117.08,2645.57,259.02,39174170.0,163324240.58
488,120,5138.97,2654.31,245.68,46683920.0,193881032.44
488,150,5161.86,2658.58,246.65,53168710.0,235580410.85
488,200,5199.59,2670.62,230.37,60628460.0,303345116.67
489,20,5052.2,2574.6,289.46,10232180.0,29514832.967
489,30,5096.55,2672.53,105.79,38781060.0,70631814.296
489,40,5117.37,2717.21,73.43,67829940.0,115176732.75
489,50,5132.97,2734.69,62.15,92978980.0,160733437.0
489,60,5143.3,2734.18,57.52,110165820.0,202521182.85
489,80,5153.6,2720.75,55.61,130090060.0,277169029.19
489,100,5156.74,2710.58,55.86,141514620.0,347264027.05
489,120,5158.16,2702.32,56.31,147964380.0,410371908.81
489,150,5156.79,2695.38,57.92,157774050.0,495674611.22
489,200,5154.58,2691.1,58.75,163923810.0,632137546.21
490,200,5050.0,2550.0,812.99,485030.0,9575802.341
491,20,5054.24,2550.01,423.55,4384870.0,17445674.906
491,30,5061.37,2550.08,368.97,11209590.0,42324736.515
491,40,5085.22,2549.36,349.06,19496750.0,69063855.122
491,50,5109.1,2550.84,338.1,29243900.0,96326342.435
491,60,5134.09,2554.83,331.32,35581140.0,121586698.58
491,80,5185.74,2561.62,322.38,51180500.0,167252521.65
491,100,5232.44,2566.39,316.67,62880020.0,210259204.67
491,120,5273.16,2571.59,314.01,75552050.0,249238361.88
491,150,5328.25,2574.38,312.31,93098880.0,302261440.58
491,200,5418.68,2575.94,310.16,115522960.0,387974670.06
493,50,5050.0,2550.0,618.98,485030.0,35673955.666
494,40,5050.0,2550.0,326.86,487480.0,5491215.8323
494,50,5050.0,2550.0,370.13,1949920.0,7561155.0658
494,60,5050.0,2550.0,382.93,2924880.0,9579625.3329
494,80,5050.0,2550.0,374.44,2924880.0,13452110.658
494,100,5059.93,2550.0,372.93,3899840.0,17153183.778
494,120,5071.57,2550.0,376.25,4874800.0,20622621.373
494,150,5082.54,2550.0,379.81,5849760.0,25493912.431
494,200,5104.42,2549.64,363.94,8774640.0,33793266.222
495,20,5050.0,2550.0,668.97,4370170.0,28506647.909
495,30,5098.33,2548.64,92.16,36931410.0,68339433.494
495,40,5151.66,2546.65,63.83,63205410.0,111471295.16
495,50,5190.63,2544.88,62.11,87117240.0,155574371.15
495,60,5218.95,2542.77,62.75,99761860.0,196054471.2
495,80,5260.82,2543.25,64.05,113386340.0,268420993.71
495,100,5290.98,2541.02,67.72,128413460.0,336386410.56
495,120,5320.35,2540.05,71.25,138808160.0,397602779.85
495,150,5350.88,2539.21,74.68,149392790.0,480381896.88
495,200,5395.72,2539.22,81.36,167089890.0,612894974.96
496,30,5050.0,2550.0,348.15,974960.0,4055666.7622
496,40,5050.0,2550.0,397.37,2437400.0,6506548.9172
496,50,5050.0,2550.0,398.99,2924880.0,8967293.1568
496,60,5050.0,2550.0,373.94,3412360.0,11358578.652
496,80,5052.58,2549.81,181.81,7412200.0,15928177.355
496,100,5063.84,2549.71,121.78,11612040.0,20291200.103
496,120,5074.21,2550.29,105.01,14249440.0,24371886.614
496,150,5083.74,2550.34,95.08,15324400.0,30089297.154
496,200,5097.43,2550.79,86.07,20399200.0,39795859.279
497,10,5050.0,2550.0,521.85,487480.0,6253502.7101
497,20,5059.22,2549.57,557.42,8247960.0,61391587.848
497,30,5095.04,2545.4,545.19,23805670.0,134568607.75
497,40,5124.8,2524.07,436.73,50400190.0,214580205.08
497,50,5179.08,2505.32,338.83,84446650.0,296691333.33
497,60,5216.71,2499.5,319.21,105025980.0,371146249.76
497,80,5272.55,2491.47,302.53,138852570.0,502335210.87
497,100,5312.74,2488.43,301.37,157717010.0,625108409.92
497,120,5362.06,2489.24,310.02,172631610.0,734801419.02
497,150,5414.18,2489.39,322.72,187281510.0,881996461.76
497,200,5477.71,2486.53,330.66,209278640.0,1114672666.6
498,30,5050.0,2550.0,845.46,2425150.0,22559993.746
498,40,5050.0,2550.0,851.07,2425150.0,36670595.887
498,50,5062.25,2550.0,833.53,4365270.0,51000624.916
498,60,5066.55,2550.0,809.56,5820360.0,64447580.456
498,80,5085.2,2550.0,800.05,7760480.0,89122126.553
498,100,5095.24,2550.0,799.04,8245510.0,112445430.01
498,120,5114.39,2550.0,808.83,9700600.0,133762427.76
498,150,5123.26,2550.0,816.67,9700600.0,162990534.33
498,200,5128.91,2550.0,820.8,9700600.0,210860774.17
499,20,5050.0,2550.0,496.13,974960.0,5451352.2194
499,30,5050.0,2550.0,541.77,2917530.0,13183508.872
499,40,5050.0,2550.0,449.5,4867450.0,21342608.24
499,50,5060.4,2549.53,222.99,11354690.0,29599812.021
499,60,5066.98,2549.83,179.28,14429570.0,37433101.503
499,80,5069.62,2551.26,160.8,16966970.0,51991063.243
499,100,5074.73,2551.19,152.77,18041930.0,65795191.527
499,120,5082.19,2550.52,157.74,21504290.0,78502999.824
499,150,5087.73,2551.1,157.49,22579250.0,96045430.074
499,200,5096.31,2549.75,157.86,24091690.0,125101073.91
500,20,5050.0,2550.0,656.07,2425150.0,16101664.618
500,30,5069.39,2574.91,603.95,6305390.0,39083478.384
500,40,5105.84,2593.59,590.95,11640720.0,63752532.157
500,50,5143.06,2604.08,586.41,16005990.0,88892062.268
500,60,5178.96,2610.15,583.92,18916170.0,112222537.44
500,80,5238.87,2617.96,582.79,26191620.0,154478945.69
500,100,5287.56,2626.61,582.01,31041920.0,194293191.24
500,120,5334.65,2631.82,581.37,35894670.0,230416982.17
500,150,5392.0,2636.96,580.98,40259940.0,279605089.56
500,200,5465.82,2647.34,580.09,48507900.0,359250153.08
502,20,5058.23,2553.48,161.19,20122250.0,58499424.057
502,30,5077.33,2552.95,91.81,41984160.0,129390807.3
502,40,5084.93,2551.81,87.34,52281310.0,206863861.27
502,50,5091.27,2550.45,94.56,65441090.0,286354960.34
502,60,5098.26,2550.78,105.41,71966080.0,358479807.72
502,80,5110.95,2550.6,118.51,82866140.0,485659453.15
502,100,5120.64,2550.64,128.09,87536310.0,604702618.43
502,120,5137.18,2550.5,144.04,93901500.0,711107730.33
502,150,5153.72,2550.52,157.49,99244180.0,853948147.03
502,200,5182.2,2550.36,178.0,110146690.0,1079889434.7
503,30,5050.0,2550.0,685.66,970060.0,8790591.4998
503,40,5050.0,2550.0,728.52,2425150.0,14186614.573
503,50,5050.0,2550.0,725.62,2425150.0,19632893.748
503,60,5050.0,2550.0,720.06,2425150.0,24842389.852
503,80,5050.0,2550.0,707.38,2425150.0,34617393.745
503,100,5053.18,2550.0,699.95,3395210.0,43908283.037
503,120,5054.71,2550.0,696.4,3880240.0,52507962.997
503,150,5057.46,2550.0,697.67,4365270.0,64440163.41
503,200,5064.98,2546.77,700.27,7275450.0,84371911.894
504,40,5050.0,2550.0,834.6,970060.0,23731526.919
504,50,5050.0,2550.0,854.51,1455090.0,32931293.594
504,60,5050.0,2550.0,853.92,1455090.0,41640095.688
504,80,5050.0,2550.0,853.4,1455090.0,57784853.759
504,100,5050.0,2550.0,834.04,970060.0,73084164.366
504,120,5050.0,2550.0,812.99,485030.0,87148531.774
505,20,5050.0,2550.0,506.39,2432500.0,9698885.9184
505,30,5053.91,2550.08,287.41,8282260.0,23531753.235
505,40,5047.35,2556.47,207.21,16081940.0,38261871.458
505,50,5071.83,2574.4,153.83,29006420.0,53225079.392
505,60,5102.53,2581.4,121.23,39643500.0,67254217.103
505,80,5120.87,2599.46,91.57,63855060.0,92971298.591
505,100,5127.47,2604.66,79.44,76067100.0,117274041.26
505,120,5139.28,2602.53,74.04,87979140.0,139473702.77
505,150,5150.65,2597.79,71.36,96816300.0,169895847.25
505,200,5165.48,2591.32,70.09,106240940.0,219677870.54
506,20,5050.0,2550.0,448.5,1947470.0,6898741.832
506,30,5050.0,2550.0,464.89,2922430.0,16708088.812
506,40,5066.57,2546.19,401.12,6822270.0,27097594.655
506,50,5080.79,2542.61,370.14,8284710.0,37628280.601
506,60,5105.73,2544.84,358.48,11694620.0,47570359.139
506,80,5138.62,2545.98,344.9,15106980.0,65944004.96
506,100,5168.68,2545.62,338.33,18031860.0,83342052.421
506,120,5204.53,2544.91,336.67,21444220.0,99307551.554
506,150,5251.41,2544.36,333.8,25831540.0,121281254.71
506,200,5338.88,2545.82,327.44,32168780.0,157496570.27
507,80,5050.0,2550.0,613.72,1455090.0,11361069.697
507,100,5050.0,2550.0,632.52,1940120.0,14500623.675
507,120,5050.0,2550.0,649.37,2425150.0,17450376.206
507,150,5050.0,2550.0,647.94,2425150.0,21600766.114
507,200,5066.94,2550.0,636.69,3395210.0,28696931.32
508,30,5050.0,2550.0,640.79,970060.0,7159477.1844
508,40,5050.0,2550.0,658.77,1455090.0,11536027.398
508,50,5050.0,2550.0,661.18,1455090.0,15947261.434
508,60,5050.0,2535.11,659.35,2425150.0,20184423.228
508,80,5050.0,2517.03,642.09,2910180.0,28173603.294
508,100,5050.0,2507.58,625.23,3397660.0,35776254.893
508,120,5055.97,2499.11,610.5,4855200.0,42832738.447
508,150,5059.13,2493.81,598.65,5342680.0,52649073.573
508,200,5076.54,2484.99,582.47,6802670.0,69117090.508
509,20,5052.45,2549.69,603.45,4365270.0,32827808.676
509,30,5068.71,2547.37,577.34,13108060.0,78051196.354
509,40,5070.62,2542.68,530.04,24792880.0,127119249.2
509,50,5042.77,2542.99,324.79,46782200.0,177330678.87
509,60,5037.6,2544.01,213.87,64984200.0,223300351.4
509,80,5054.53,2547.9,177.46,91896140.0,305232822.37
509,100,5075.09,2548.1,171.93,111595610.0,382125356.46
509,120,5099.81,2543.67,168.4,123495400.0,451265749.86
509,150,5127.27,2540.87,172.69,141722630.0,544610267.31
509,200,5156.39,2542.85,179.76,160577270.0,693643368.29
510,50,5050.0,2550.0,521.85,487480.0,6409632.6528
510,60,5050.0,2550.0,521.85,487480.0,8122466.5454
510,80,5050.0,2550.0,521.85,487480.0,11421207.116
510,100,5050.0,2550.0,521.85,487480.0,14576946.055
510,120,5050.0,2550.0,521.85,487480.0,17541694.631
510,150,5050.0,2550.0,521.85,487480.0,21712908.866
510,200,5050.0,2550.0,521.85,487480.0,28843891.051
511,40,5050.0,2550.0,662.55,1455090.0,11353954.586
511,50,5050.0,2550.0,681.16,1940120.0,15694242.963
511,60,5050.0,2550.0,694.33,2425150.0,19864603.148
511,80,5050.0,2550.0,694.4,2425150.0,27730760.431
511,100,5066.25,2550.0,693.78,3880240.0,35217034.008
511,120,5068.07,2550.0,687.74,4365270.0,42166975.475
511,150,5084.92,2550.0,683.03,5335330.0,51837021.173
511,200,5104.11,2550.0,680.12,6305390.0,68064987.76
512,20,5050.0,2550.0,446.57,2434950.0,8114878.2678
512,30,5051.5,2549.93,198.24,7847230.0,19671497.964
512,40,5088.92,2564.2,78.92,20446750.0,31943062.109
512,50,5115.54,2582.7,63.29,29821390.0,44394508.542
512,60,5140.3,2596.65,61.09,37096110.0,56111117.72
512,80,5176.38,2616.92,59.15,47008230.0,77680543.746
512,100,5206.79,2629.8,59.19,51155620.0,98085145.47
512,120,5232.98,2637.06,62.18,56967900.0,116768734.53
512,150,5261.14,2645.87,64.37,62580180.0,142430469.72
512,200,5300.31,2652.48,66.85,68679940.0,184580055.88
513,20,5050.0,2550.0,991.23,1940120.0,19853965.813
513,30,5050.0,2550.0,957.68,3395210.0,48099775.555
513,40,5058.42,2550.0,886.36,6305390.0,78518438.135
513,50,5065.27,2550.0,845.3,8730540.0,109556804.88
513,60,5078.36,2549.99,835.97,11640720.0,138242519.98
513,80,5104.29,2549.99,838.93,15035930.0,189944752.94
513,100,5122.01,2549.99,842.91,16491020.0,238600251.38
513,120,5139.03,2550.0,849.78,16491020.0,282624844.01
513,150,5151.43,2550.0,855.52,16976050.0,342415417.67
513,200,5173.1,2550.0,865.53,16005990.0,438813975.91
514,10,5050.0,2550.0,693.33,3882690.0,25726210.332
514,20,5108.94,2552.46,494.0,24836980.0,118021635.97
514,30,5166.31,2563.0,370.11,53590950.0,222317783.14
514,40,5199.21,2588.55,247.55,110206320.0,337006339.41
514,50,5216.98,2551.34,223.35,138550300.0,454948297.9
514,60,5237.79,2547.92,222.37,151724780.0,561140375.81
514,80,5275.03,2549.64,226.9,172894040.0,746673221.13
514,100,5310.7,2555.97,231.11,193078270.0,919944734.3
514,120,5346.7,2563.39,236.1,207265190.0,1074031132.8
514,150,5393.3,2575.66,240.17,231194360.0,1279871231.0
514,200,5462.56,2594.89,240.95,271665270.0,1602869100.8
515,80,5050.0,2550.0,618.98,485030.0,8061160.2774
515,100,5050.0,2550.0,681.85,1940120.0,10308743.216
515,120,5050.0,2550.0,699.96,2425150.0,12430220.096
515,150,5050.0,2550.0,699.08,2425150.0,15428038.339
515,200,5050.0,2550.0,706.14,2425150.0,20590523.215
516,30,5050.0,2550.0,1002.7,1455090.0,16018854.632
516,40,5050.0,2550.0,993.4,1940120.0,25971444.272
516,50,5050.0,2550.0,982.67,1940120.0,36056518.5
516,60,5054.62,2550.0,957.33,2910180.0,45586039.428
516,80,5056.21,2550.0,934.07,3395210.0,63214846.065
516,100,5068.19,2550.0,921.34,4850300.0,79911726.478
516,120,5072.09,2550.0,920.82,4850300.0,95242445.417
516,150,5082.48,2550.0,919.88,5335330.0,116353706.22
516,200,5094.64,2550.0,918.46,5820360.0,151178267.0
517,10,5050.0,2550.0,1268.65,1879550.0,13088479.936
517,20,5050.0,2550.0,1158.35,3082030.0,83884477.967
517,30,5052.51,2521.92,1146.52,5992210.0,171941957.69
517,40,5031.22,2456.08,1127.0,8902390.0,268510421.22
517,50,5028.95,2420.49,1097.7,15207780.0,367720542.34
517,60,5034.3,2380.52,1036.47,24913280.0,457348606.49
517,80,5182.63,2229.5,417.63,73147200.0,614576244.02
517,100,5288.61,2194.78,304.51,110548780.0,761558563.61
517,120,5350.88,2187.85,279.61,132993270.0,892559806.15
517,150,5404.41,2186.94,268.86,154535420.0,1067936566.4
517,200,5463.59,2190.82,263.95,179654790.0,1344098993.4
518,30,5050.0,2550.0,994.61,2425150.0,25738832.577
518,40,5050.0,2550.0,971.92,2425150.0,41877250.561
518,50,5050.0,2550.0,949.21,2425150.0,58280399.547
518,60,5050.0,2550.0,939.6,2425150.0,73631737.552
519,10,5050.0,2550.0,404.26,2437400.0,7403193.8016
519,20,5047.34,2675.3,46.45,33448720.0,65614939.106
519,30,5054.78,2689.71,44.25,46235720.0,141954526.37
519,40,5057.52,2694.89,45.76,55072880.0,225480745.37
519,50,5059.73,2693.21,47.47,58685240.0,311220068.65
519,60,5063.07,2688.24,50.03,61960120.0,388899273.67
519,80,5065.07,2684.03,53.14,64010040.0,525631288.09
519,100,5066.08,2682.72,55.29,66059960.0,653560302.18
519,120,5068.11,2679.25,58.41,67522400.0,767795760.75
519,150,5070.62,2679.29,60.32,68984840.0,921004177.85
519,200,5074.03,2677.37,63.68,70447280.0,1162973608.4
520,10,5050.0,2550.0,454.35,2922430.0,10376483.242
520,20,5123.9,2532.81,275.56,28758870.0,75576939.708
520,30,5226.38,2433.63,148.6,87694030.0,158657648.87
520,40,5347.69,2407.23,106.33,158291310.0,249683187.29
520,50,5485.29,2388.97,87.09,231875990.0,343166941.26
520,60,5615.84,2369.79,79.2,291161230.0,427719718.9
520,80,5815.48,2349.04,73.31,387055100.0,576250368.49
520,100,5966.36,2335.37,70.47,454777500.0,715149660.82
520,120,6098.48,2324.42,69.46,513312740.0,839042159.49
520,150,6231.58,2314.62,69.78,587759860.0,1005024364.3
520,200,6410.69,2306.67,69.89,685643580.0,1266708675.0
522,30,5050.0,2550.0,794.19,1940120.0,18662067.487
522,40,5050.0,2550.0,756.92,3395210.0,30291950.234
522,50,5055.88,2550.0,715.29,5337780.0,42088304.504
522,60,5061.42,2550.0,688.06,6795320.0,53200344.084
522,80,5070.58,2550.0,652.34,8740340.0,73682374.549
522,100,5076.75,2550.0,626.97,9712850.0,93064286.858
522,120,5079.68,2550.0,610.05,10200330.0,110823967.03
522,150,5084.03,2550.0,602.05,11660320.0,135232947.01
522,200,5095.93,2550.0,593.41,13117860.0,175369017.53
523,30,5050.0,2550.0,1248.51,464840.0,14117345.443
523,40,5050.0,2550.0,1284.52,2111970.0,22866399.934
523,50,5050.0,2550.0,1285.62,2111970.0,31724620.148
523,60,5050.0,2550.0,1282.11,2111970.0,40116386.016
523,80,5050.0,2550.0,1258.15,2597000.0,55686998.462
523,100,5050.0,2550.0,1235.11,3082030.0,70445417.974
523,120,5053.34,2550.0,1230.4,3567060.0,84019261.299
523,150,5064.38,2550.0,1223.78,5001960.0,102741033.93
523,200,5069.08,2550.0,1220.09,5001960.0,133705671.46
524,40,5050.0,2550.0,958.5,485030.0,12691469.019
524,50,5050.0,2550.0,1019.58,1455090.0,17553404.706
524,60,5050.0,2550.0,1017.03,1455090.0,22214460.104
524,80,5050.0,2550.0,1014.07,1455090.0,30983251.672
524,100,5050.0,2550.0,1017.69,1455090.0,39323163.67
524,120,5063.16,2550.0,1013.84,1940120.0,47054090.744
524,150,5072.58,2538.87,1005.95,2910180.0,57795827.56
524,200,5078.36,2536.24,999.23,3395210.0,75780586.497
527,50,5050.0,2550.0,932.9,970060.0,13809430.062
527,60,5050.0,2550.0,948.89,1455090.0,17481933.959
527,80,5050.0,2550.0,946.44,1455090.0,24429713.028
527,100,5050.0,2550.0,942.3,1455090.0,31046856.913
527,120,5055.82,2550.0,941.07,1940120.0,37200380.346
527,150,5055.79,2550.0,936.41,1940120.0,45775925.777
527,200,5055.55,2550.0,931.94,1940120.0,60205273.267
528,40,5050.0,2550.0,480.36,1947470.0,7507976.5552
528,50,5050.0,2550.0,494.26,2432500.0,10355319.095
528,60,5050.0,2550.0,494.43,2919980.0,13114247.658
528,80,5050.0,2550.0,469.27,3407460.0,18368778.269
528,100,5050.0,2550.0,427.74,4382420.0,23381594.368
528,120,5050.0,2550.0,377.07,5357380.0,28061060.494
528,150,5055.76,2549.98,287.38,9794700.0,34605715.412
528,200,5069.66,2549.96,240.72,13354610.0,45683649.075
529,100,5050.0,2550.0,1152.52,485030.0,14964628.616
529,120,5050.0,2550.0,1173.38,970060.0,18005508.835
529,150,5050.0,2550.0,1172.51,970060.0,22282422.524
529,200,5050.0,2550.0,1215.9,2364580.0,29590068.965
530,40,5050.0,2550.0,883.22,970060.0,15118824.836
530,50,5050.0,2550.0,882.79,970060.0,20930027.719
530,60,5050.0,2550.0,882.58,970060.0,26481428.754
530,80,5050.0,2550.0,882.74,970060.0,36882435.228
530,100,5050.0,2550.0,883.91,970060.0,46764664.249
530,120,5050.0,2550.0,878.34,1455090.0,55903931.856
530,150,5050.0,2550.0,878.36,1455090.0,68574731.088
530,200,5050.0,2550.0,886.13,970060.0,89712275.453
531,20,5052.65,2550.0,642.12,3885140.0,26615896.301
531,30,5064.55,2548.73,532.31,12167400.0,63999375.053
531,40,5067.63,2544.39,449.21,22399580.0,104438212.04
531,50,5088.05,2532.49,349.22,38733970.0,145771700.44
531,60,5108.89,2525.03,279.92,52733410.0,183758003.35
531,80,5131.47,2527.69,228.43,75080080.0,251768909.85
531,100,5144.85,2531.32,211.51,89717000.0,315667299.43
531,120,5159.3,2534.45,208.26,103178960.0,373269034.92
531,150,5176.35,2540.29,206.41,119515800.0,451222747.18
531,200,5200.3,2550.2,204.54,136390120.0,576175801.88
532,50,5050.0,2550.0,805.9,1455090.0,10635018.289
532,60,5050.0,2550.0,824.63,1940120.0,13467990.174
532,80,5050.0,2550.0,829.54,2425150.0,18860196.56
532,100,5050.0,2550.0,819.94,2425150.0,24003562.092
532,120,5050.0,2550.0,811.47,2425150.0,28803195.192
532,150,5050.0,2550.0,805.29,2425150.0,35513693.849
532,200,5051.55,2550.0,796.68,2910180.0,46866081.173
533,30,5050.0,2550.0,1223.66,949870.0,15934727.614
533,40,5050.0,2550.0,1178.91,2404960.0,25834011.19
533,50,5050.0,2550.0,1182.5,2404960.0,35864726.505
533,60,5050.0,2550.0,1171.1,2404960.0,45343896.478
533,80,5060.3,2550.0,1149.4,3375020.0,62881746.892
533,100,5071.65,2550.0,1129.52,4830110.0,79492992.16
533,120,5081.46,2550.0,1125.15,5315140.0,94746159.236
